Nationality,الجنسية,
Email ID,البريد الإلكتروني,
Contacts,جهات الاتصال,
Phone,الهاتف,
"<ul><li>Duration-Based: Depends on contract expiry.</li><li>Service-Based: Depends on service completion.</li></ul>",<ul><li>بناءً على المدة: يعتمد على انتهاء العقد.</li><li>بناءً على الخدمة: يعتمد على إكمال الخدمة.</li></ul>
Customer Tax ID,الرقم الضريبي للعميل,
Contract Date,تاريخ العقد,
Signee (Customer),الموقع (العميل),
Signee,الموقع,
Service Duration,مدة الخدمة,
Suggested Container Count,عدد الحاويات المقترح,
Contract Amount,قيمة العقد,
Deposit,عربون,
Installment Payment,دفعة التقسيط,
Apply Installment Payment,تطبيق دفعة التقسيط,
Due Start Date,تاريخ بدء الاستحقاق,
Instalment Count,عدد الأقساط,
Payment Periodicity,دورية الدفع,
Create Schedule,إنشاء جدول الدفعات,
Installment Amount,مبلغ القسط,
Deposit Payment Entry,سند قبض العربون,
Naqel Planning,التخطيط,
Naqel,حاوية,
Naqel Quality,الجودة,
Operational Route,المسار التشغيلي,
Daily Operational Plan,الخطة التشغيلية اليومية,
Route Name,اسم المسار,
Start Date,تاريخ البدء,
End Date,تاريخ الانتهاء,
Default Driver,السائق الافتراضي,
Assignment,التعيين,
Driver,السائق,
Default Vehicle,المركبة الافتراضية,
Route Stops,محطات المسار,
Seq.,تسلسل,
Plan Date,تاريخ الخطة,
Planned Stops,المحطات المخطط لها,
License Plate,لوحة الترخيص,
Model,الموديل,
Container Inspection,فحص الحاوية,
Maintenance Order,أمر الصيانة,
Inspection Parameter,معامل الفحص,
Inspection Parameter Group,مجموعة معاملات الفحص,
Inspection Template,قالب الفحص,
Parameter,المعامل,
Container Inspection Parameter,معامل فحص الحاوية,
Container Inspection Parameter Group,مجموعة معاملات فحص الحاوية,
Parameter Group Name,اسم مجموعة المعاملات,
Container Inspection Template Name,اسم قالب فحص الحاوية,
ISIC Classification Category,فئة تصنيف ISIC,
Tare Weight,الوزن فارغ,
"The weight of the empty container before collection. Used to calculate net waste weight.",وزن الحاوية الفارغة قبل الجمع. يستخدم لحساب الوزن الصافي للنفايات.,
"Default price list for this service type. Must be created before adding company-specific price lists. A default list cannot have a company assigned.",قائمة الأسعار الافتراضية لهذا النوع من الخدمة. يجب إنشاؤها قبل إضافة قوائم أسعار خاصة بالشركة. لا يمكن أن تحتوي القائمة الافتراضية على شركة معينة.,
Price List Name,اسم قائمة الأسعار,
Applicable For,تطبق على,
Collection Mechanism,آلية الجمع,
Rental Period UOM,وحدة مدة الإيجار,
Rental Rate,سعر الإيجار,
Collection Count,عدد مرات الجمع,
Collection Period Count,عدد فترات الجمع,
Collection Period UOM,وحدة مدة الجمع,
Service Price List,قائمة أسعار الخدمة,
Regional Price List,قائمة الأسعار الإقليمية,
Container Price,سعر الحاوية,
Pricing Setup,إعدادات التسعير,
Applicable For,تطبق على,
"Collection count in collection period (Period Count × Period UOM). Example: 1 Collection in 1 Day.",عدد مرات الجمع في الفترة (عدد فترات الجمع × وحدة مدة الجمع). مثال: 1 جمع لكل 1 يوم.,
Rental Price,سعر الإيجار,
Collection Configuration,إعدادات الجمع,
Service Pricing Rule,قاعدة تسعير الخدمة,
Pricing Rule Container Price,سعر الحاوية لقاعدة التسعير,
Rate,السعر,
Title,العنوان,
Missing Container Price Action,إجراء سعر الحاوية المفقودة,
Scope Type,نوع النطاق,
Scope,النطاق,
Service Type Default Fallback,الرجوع الافتراضي لنوع الخدمة,
Use Matching Base Price,استخدام السعر الأساسي المطابق,
"When no Pricing Rule Container Price matches the requested configuration:<ul><li><b>Service Type Default Fallback:</b> silently uses the default Container Price (is_default) for this service type.</li><li><b>Use Matching Base Price:</b> looks for an exact configuration match in the base Container Price layer.</li><li><b>Warn:</b> tries an exact match first, then falls back to the service type default if not found, and notifies the user in either case.</li><li><b>Stop:</b> blocks the transaction until a matching Pricing Rule Container Price is explicitly created.</li></ul>",عند عدم تطابق أي سعر حاوية لقاعدة التسعير مع الإعداد المطلوب:<ul><li><b>الرجوع الافتراضي لنوع الخدمة:</b> يستخدم سعر الحاوية الافتراضي (is_default) لهذا النوع من الخدمة دون إشعار.</li><li><b>استخدام السعر الأساسي المطابق:</b> يبحث عن تطابق دقيق للتكوين في طبقة سعر الحاوية الأساسية.</li><li><b>تحذير:</b> يحاول إيجاد تطابق دقيق أولاً، ثم يرجع إلى الافتراضي لنوع الخدمة إذا لم يُعثر عليه، ويُشعر المستخدم في كلتا الحالتين.</li><li><b>إيقاف:</b> يمنع المعاملة حتى يتم إنشاء سعر حاوية لقاعدة التسعير مطابق بشكل صريح.</li></ul>
Set Priority,تعيين الأولوية,
"Enable this to resolve pricing rules conflict.",تمكين هذا لحل تعارض قواعد التسعير.,
"Higher the number, lower the priority.",كلما زاد الرقم، انخفضت الأولوية.,
Pages,الصفحات,
"Add {0}",إضافة {0},
"Edit {0}",تحرير {0},
Created On,تم الإنشاء في,
Created By,تم الإنشاء بواسطة,
List View,عرض القائمة,
Report View,عرض التقرير,
Dashboard View,عرض لوحة التحكم,
Kanban View,عرض كانبان,
Calendar View,عرض التقويم,
Saved Filters,الفلاتر المحفوظة,
Save Current Filter,حفظ الفلتر الحالي,
Desktop,سطح المكتب,
Website,الموقع الإلكتروني,
Edit Sidebar,تحرير الشريط الجانبي,
No configurations found,لم يتم العثور على إعدادات,
"Adjust the filters above and click Refresh.",قم بضبط الفلاتر أعلاه وانقر على تحديث,
Workspaces,مساحات العمل,
Workspace,مساحة العمل,
Mode of Service,نمط الخدمة,
Account Head,الحساب الرئيسي,
Totals,الإجماليات,
Exchange Rate,سعر الصرف,
Province,المنطقة,
City,المدينة,
Municipality,البلدية,
District,الحي,
"Building No.",رقم المبنى,
Street,الشارع,
"Secondary No.",الرقم الفرعي,
Reference,المرجع,
Address Line 1,سطر العنوان 1,
Address Line 2,سطر العنوان 2,
Country,البلد,
Comments,التعليقات,
"Type a reply / comment",اكتب ردًا / تعليقًا,
"Last Edited By {0}",آخر تعديل بواسطة {0},
Attachments,المرفقات,
VAT Registration Number,الرقم الضريبي,
700 Number,رقم 700,
Number 700,رقم 700,
Iqama,الإقامة,
Tax Identification Number,رقم التعريفي الضريبي,
National ID,الهوية الوطنية,
Value,القيمة,
"<ul><li>Duration-Based: Depends on contract expiry.</li><li>Milestone-Based: Depends on milestone completion.</li></ul>",<ul><li>بناءً على المدة: يعتمد على انتهاء العقد.</li><li>بناءً على الإنجاز: يعتمد على إكمال الإنجاز.</li></ul>,
Waste Type Percentage,نسبة نوع النفايات,
Allocate One Container For Each Waste Type,تخصيص حاوية واحدة لكل نوع نفايات,
Apply Duration,تطبيق المدة,
"If enabled, the Facility will be required to specify geographic region. Select an Address Division below to filter the territory.",إذا تم تمكينه، سيُطلب من المنشأة تحديد المنطقة الجغرافية. حدد قسم العنوان أدناه لفلترة الإقليم.,
Territory,المنطقة,
Credentials Required,مستندات اعتماد مطلوبة,
"At least one credential is required for this Facility.",مطلوب اعتماد واحد على الأقل لهذه المنشأة.,
{0} active contracts,{0} عقود نشطة,
{0}% converted,{0}% تم تحويلهم,
{0} facilities geolocated,{0} منشأة محددة الموقع,
{0} from leads,{0} من العملاء المحتملين,
{0}% won,{0}% مكتسبة,
All,الكل,
All Time,كل الفترات,
Amount due,المبلغ المستحق,
By contracted revenue,حسب الإيرادات المتعاقد عليها,
Collected,المحصّل,
Contracted,متعاقد عليه,
Contracted Revenue,الإيرادات المتعاقد عليها,
"Contracted vs pipeline, by month",المتعاقد عليه مقابل المتوقع، شهريًا,
contracts,عقود,
Contracts,العقود,
Contract Status,حالة العقد,
Facilities,المنشآت,
Facilities by Country,المنشآت حسب الدولة,
Facilities by Territory,المنشآت حسب المنطقة,
Facility Locations,مواقع المنشآت,
Failed to load the dashboard.,تعذّر تحميل لوحة المعلومات.,
From,من,
Last 12 Months,آخر 12 شهرًا,
Lead Status,حالة العميل المحتمل,
Lifecycle conversion,تحويل دورة الحياة,
No contracts in this period.,لا توجد عقود في هذه الفترة.,
No country data,لا توجد بيانات دول,
No data,لا توجد بيانات,
No geolocated facilities in this period.,لا توجد منشآت محددة الموقع في هذه الفترة.,
No records in this period.,لا توجد سجلات في هذه الفترة.,
No revenue in this period.,لا توجد إيرادات في هذه الفترة.,
No territory data,لا توجد بيانات مناطق,
Of contracted revenue,من الإيرادات المتعاقد عليها,
Open & accepted quotations,عروض مفتوحة ومقبولة,
Payment Status,حالة الدفع,
Pipeline,المتوقع,
Pipeline Value,قيمة المبيعات المتوقعة,
Quotation Status,حالة عرض السعر,
Request Status,حالة الطلب,
Revenue Trend,اتجاه الإيرادات,
Service Dashboard,لوحة معلومات الخدمات,
Service Requests,طلبات الخدمة,
This Month,هذا الشهر,
This Quarter,هذا الربع,
This Year,هذا العام,
To,إلى,
Top Customers,أبرز العملاء,
Top Service Types,أبرز أنواع الخدمات,
Clarified,تم التوضيح,
Cleared,تم التخليص,
Quotation,عرض سعر,
Rejected,مرفوض,
Appealed,تم الاعتراض,
Cancelled,ملغى,
Accepted,مقبول,
Sales Order,أمر بيع,
Expired,منتهي الصلاحية,
Unsigned,غير موقّع,
Active,نشط,
Inactive,غير نشط,
On Hold,معلّق,
Completed,مكتمل,
Terminated,تم الإنهاء,
Unpaid,غير مدفوع,
Partially Paid,مدفوع جزئيًا,
Fully Paid,مدفوع بالكامل,
Lead,عميل محتمل,
Replied,تم الرد,
Opportunity,فرصة,
Lost Quotation,عرض سعر خاسر,
Interested,مهتم,
Converted,تم التحويل,
Do Not Contact,عدم التواصل,
Customers by Group,العملاء حسب المجموعة,
Customers by Type,العملاء حسب النوع,
"Is Milestone-Based Service",هل الخدمة قائمة على الإنجاز,
"Enable if the service relies strictly on milestone completion. Leave unchecked if it depends on a standard expiry timeline.",فعّل هذا الخيار إذا كانت الخدمة تعتمد بشكل كامل على إنجاز مراحل محددة. اتركه غير مُفعّل إذا كانت الخدمة تعتمد على مدة انتهاء صلاحية.,
"Optionally, choose a rating from 1 to 5 stars",اختر تقييمًا من 1 إلى 5 نجوم بشكل اختياري,
Configuration,إعدادات,
Clear rating,مسح التقييم,
Duplicate Rating,تقييم مكرر,
Each rating can appear only once in the Ratings table.,لا يمكن تكرار التقييم؛ يجب أن يظهر كل تقييم مرة واحدة فقط في جدول التقييمات.,
Failed to load the facility unit of measure,تعذّر تحميل وحدة قياس المنشأة,
Failed to resolve the regional service configuration,تعذّر تحديد إعداد الخدمة الإقليمي,
Failed to load the unit of measure details,تعذّر تحميل تفاصيل وحدة القياس,
Failed to load the unit of measure hierarchy,تعذّر تحميل التسلسل الهرمي لوحدة القياس,
Choose Division Category,اختر تصنيف التقسيم,
Search for Division,ابحث عن التقسيم,
"Is Milestone-Based Contract",هل العقد قائم على الإنجاز,
Search here,ابحث هنا,
Follow us on,تابعنا على,
Support & Help,الدعم والمساعدة,
Call Us,اتصل بنا,
An initiative aligned with,مبادرة تتوافق مع,
"A smart digital platform for individual and commercial waste management — connecting municipalities, contractors and waste producers in one integrated system.","منصة رقمية ذكية لإدارة النفايات الفردية والتجارية — تربط البلدية والمقاولين ومنتجي النفايات في منظومة إلكترونية متكاملة.",
Enter your credentials to access the platform,أدخل بيانات حسابك للوصول إلى المنصة,
Email or Username,البريد الإلكتروني أو اسم المستخدم,
"admin or you@example.com","admin أو you@example.com",
Remember me,تذكرني,
Forgot password?,نسيت كلمة المرور؟,
or,أو,
Create an account,إنشاء حساب جديد,
Please enter your email/username and password,يرجى إدخال البريد الإلكتروني وكلمة المرور,
Invalid credentials; please try again,بيانات الدخول غير صحيحة، يرجى المحاولة مرة أخرى,
A smart digital system for individual and commercial waste management,نظام رقمي ذكي لإدارة النفايات الفردية والتجارية,
Join,انضم إلى,
Register your company and start managing waste efficiently,سجّل شركتك وابدأ بإدارة النفايات بكفاءة,
Accurate waste movement tracking,تتبع حركة النفايات بدقة,
Integrated facilities and services management,إدارة متكاملة للمنشآت والخدمات,
Full compliance with municipal regulations,امتثال كامل للأنظمة البلدية,
User Data,بيانات المستخدم,
Facility Data,بيانات المنشأة,
Enter your personal details to get started,أدخل بياناتك الشخصية للبدء,
Enter your full name,أدخل اسمك الكامل,
Email Address,البريد الإلكتروني,
By registering I agree to the,بالتسجيل، أوافق على,
"Next — Facility Data","التالي — بيانات المنشأة",
Your browser does not support text-to-speech.,المتصفح لا يدعم تحويل النص إلى كلام,
An error occurred while saving the page.,حدث خطأ أثناء حفظ الصفحة,
"Naqel Platform. All rights reserved.","منصة حاوية. جميع الحقوق محفوظة.",
Search here,ابحث هنا,
Add band,إضافة نطاق,
Add Rating,إضافة تقييم,
Add UOM,إضافة وحدة قياس,
Allocate one container for each waste type,تخصيص حاوية واحدة لكل نوع نفايات,
Capacity in,السعة بـ,
Close,إغلاق,
Configuration saved,تم حفظ الإعداد,
Conversion Factor,معامل التحويل,
Derived statistics,إحصائيات مُشتقّة,
"Drag a bar ↕ to set count, its ◇ base to set the threshold; the dashed line is the current measurement.",اسحب العمود ↕ لضبط العدد، وقاعدته ◇ لضبط الحد؛ والخط المتقطّع يمثّل القياس الحالي.,
Failed to load the configuration,تعذّر تحميل الإعداد,
Loading…,جارٍ التحميل…,
Safety factor multiplies the generated waste (1 = no effect).,معامل الأمان يُضرب في النفايات المُولّدة (1 = لا تأثير).,
Save failed,فشل الحفظ,
Saving…,جارٍ الحفظ…,
Simulation failed,فشلت المحاكاة,
You have read-only access to this configuration.,لديك صلاحية اطّلاع فقط على هذا الإعداد.,
Drag a bar ↕ to add/remove whole containers (snaps to the container volume); drag its ◇ base to set the threshold.,اسحب العمود ↕ لإضافة/إزالة حاويات كاملة (يلتقط حسب حجم الحاوية)؛ واسحب قاعدته ◇ لضبط الحد.,
Bars share one volume scale; each label shows its native container size. Drag ↕ adds/removes whole containers; drag the ◇ base to set the threshold.,تشترك الأعمدة في مقياس حجم واحد؛ ويُظهر كل عنوان حجم الحاوية بوحدته الأصلية. اسحب ↕ لإضافة/إزالة حاويات كاملة؛ واسحب القاعدة ◇ لضبط الحد.,
Set globally in Naqel Settings.,يُضبط عالميًا في إعدادات هاوية.,
Category,فئة,
Default: 100,افتراضي: 100,
Unclassified,غير مُصنّف,
UOM,وحدة القياس,
UOM mismatch,عدم تطابق وحدة القياس,
Settings,الإعدادات,
UOMs,وحدات القياس,
Close,إغلاق,
Cubic Meter,متر مكعب,
Cubic Yard,ياردة مكعبة,
Welcome,هلا,
Requests,الطلبات,
Here is an overview of your account activity,فيما يلي نظرة عامة على نشاط حسابك,
Quick Actions,إجراءات سريعة,
Add Facility,إضافة منشأة,
New Service Request,إضافة طلب خدمة,
View Contracts,عرض العقود,
No records found,لم يتم العثور على سجلات,
Register a new facility or branch,سجّل منشأة جديدة أو فرعًا,
Submit a new waste management request,قدّم طلبًا جديدًا لإدارة النفايات,
Review your active service contracts,راجع عقود الخدمات النشطة الخاصة بك,
My Profile,ملفي الشخصي,
Basic Information,المعلومات الأساسية,
Profile,الملف الشخصي,
Establishment,الشركة/المؤسسة,
Organization Information,معلومات المؤسسة,
Business Details,تفاصيل العمل,
Annual Revenue,الإيرادات السنوية,
"State / Province",الولاية / المنطقة,
"Manage your organization or company information.","قم بإدارة معلومات مؤسستك أو شركتك.",
"My Establishment",مؤسستي,
"Manage your personal information and contact details.",قم بإدارة معلوماتك الشخصية وتفاصيل الاتصال الخاصة بك,
Male,ذكر,
Female,أنثى,
"Primary (Login)",(تسجيل الدخول) الأساسي,
Primary Mobile,الجوال الأساسي,
Primary Phone,الهاتف الأساسي,
Phone Numbers,أرقام الهواتف,
"Add Email",إضافة بريد إلكتروني,
"Add Phone",إضافة هاتف,
Pin Location,تحديد الموقع,
Add Credential,إضافة وثيقة اعتماد,
Connections,الروابط,
Save Changes,حفظ التغييرات,
Saving...,جارِ الحفظ...,
Cancel,إلغاء,
Confirm,تأكيد,
License,رخصة,
Edit Credential,تعديل وثيقة الاعتماد,
Credential Validity,صلاحية وثيقة الاعتماد,
Request From,طلب من,
